"","grid_size","phi","bandwidth","point_type","distance_type","true_cov","est_cov","difference"
"220",70,2,0.3,"Many","Closest",0.749902970612006,0.00197462944462152,0.747928341167384
"221",70,2,0.3,"Many","Medium",0.749902970612006,0.00197462944462152,0.747928341167384
"222",70,2,0.3,"Many","Farthest",0.749902970612006,0.00197462944462152,0.747928341167384
"223",70,2,0.3,"Many","Closest",0.886170485117848,0.076948215266199,0.809222269851649
"224",70,2,0.3,"Many","Medium",0.886170485117848,0.076948215266199,0.809222269851649
"225",70,2,0.3,"Many","Farthest",0.886170485117848,0.076948215266199,0.809222269851649
"226",70,2,0.3,"Few","Closest",0.800265952329673,0.0721900026266479,0.728075949703026
"227",70,2,0.3,"Few","Medium",0.800265952329673,0.0721900026266479,0.728075949703026
"228",70,2,0.3,"Few","Farthest",0.800265952329673,0.0721900026266479,0.728075949703026
"229",70,2,0.3,"Few","Closest",0.712370985354227,-0.0597989925220848,0.772169977876312
"230",70,2,0.3,"Few","Medium",0.712370985354227,-0.0597989925220848,0.772169977876312
"231",70,2,0.3,"Few","Farthest",0.712370985354227,-0.0597989925220848,0.772169977876312
"232",70,2,0.3,"Few","Closest",0.749195509641308,0.076948215266199,0.672247294375109
"233",70,2,0.3,"Few","Medium",0.749195509641308,0.076948215266199,0.672247294375109
"234",70,2,0.3,"Few","Farthest",0.749195509641308,0.076948215266199,0.672247294375109
"235",70,2,0.3,"Border","Closest",0.76890434642108,0.0763365790086356,0.692567767412444
"236",70,2,0.3,"Border","Medium",0.76890434642108,0.0763365790086356,0.692567767412444
"237",70,2,0.3,"Border","Farthest",0.76890434642108,0.0763365790086356,0.692567767412444
"238",70,2,0.3,"Border","Closest",0.653490720478118,-0.0132388096381981,0.666729530116316
"239",70,2,0.3,"Border","Medium",0.653490720478118,-0.0132388096381981,0.666729530116316
"240",70,2,0.3,"Border","Farthest",0.653490720478118,-0.0132388096381981,0.666729530116316
"241",70,2,0.3,"Border","Closest",0.809059257424406,0.076948215266199,0.732111042158207
"242",70,2,0.3,"Border","Medium",0.809059257424406,0.076948215266199,0.732111042158207
"243",70,2,0.3,"Border","Farthest",0.809059257424406,0.076948215266199,0.732111042158207
