"grid_size","phi","bandwidth","spectral_norm"
50,2,0.1,37.6442653641392
50,2,0.2,37.3991455918713
50,2,0.3,37.2043859564333
100,2,0.1,73.5573071683017
100,2,0.2,73.5111085018682
100,2,0.3,73.4723941706015
150,2,0.1,110.483960826932
150,2,0.2,110.200027486865
150,2,0.3,109.630427070095
